id,keyword,location,text,target,urgency,processed_text,keyword_feature,location_feature
7416,mayhem,Colombia:Bogota,MAYHEM with Blasphemer &amp; Maniac Unholy birthday Blasphemer #Norway #BlackMetal #Mayhem https://t.co/yyvpvKWMAv,0,low,mayhem with blasphemer  amp  maniac unholy birthday blasphemer  norway  blackmetal  mayhem https   t co yyvpvkwmav,LOW_mayhem,normal_location
7417,mayhem,"Atlanta,GA","Harley Quinn is stirrin' up some mayhem in Gotham! #BirdsOfPrey, only in theaters 2.7.20. https://t.co/KAFBcYb3Yh",0,low,harley quinn is stirrin  up some mayhem in gotham   birdsofprey  only in theaters         https   t co kafbcyb yh,LOW_mayhem,normal_location
7418,mayhem,🇺🇸,It sounds like her IS has multiple BE's. Oooo sca… https://t.co/jp6qdpwp0X,0,low,it sounds like her is has multiple be s  oooo sca  https   t co jp qdpwp x,LOW_mayhem,normal_location
7419,mayhem,"LA,CA. DC. Addis.Sanfrancisco","This is good PM but we have a lot of priorities seedlings alone are not our priorities. Wolega, Abducted children,… https://t.co/x7O0l6BXPa",0,low,this is good pm but we have a lot of priorities seedlings alone are not our priorities  wolega  abducted children   https   t co x o l bxpa,LOW_mayhem,normal_location
7420,mayhem,,"reminds me to pick up Uncle Tungsten, surely much more mayhem from the younger years. On The Move was such a good read!",0,low,reminds me to pick up uncle tungsten  surely much more mayhem from the younger years  on the move was such a good read,LOW_mayhem,no_location
7421,mayhem,"Simi Valley, CA","With Season 2 of coming along REAL soon, perhaps a little bit of a teaser is in store? https://t.co/6DOZl…",0,low,with season   of coming along real soon  perhaps a little bit of a teaser is in store  https   t co  dozl,LOW_mayhem,normal_location
7422,mayhem,"Brisbane, Queensland","With Season 2 of coming along REAL soon, perhaps a little bit of a teaser is in store?… https://t.co/bPJR934mQd",0,low,with season   of coming along real soon  perhaps a little bit of a teaser is in store   https   t co bpjr   mqd,LOW_mayhem,normal_location
7423,mayhem,Oregon,Monday Resistor Mayhem 4 …,0,low,monday resistor mayhem,LOW_mayhem,normal_location
7424,mayhem,"Brisbane, Australia",I have questions 🤔😆,0,low,i have questions,LOW_mayhem,normal_location
7425,mayhem,,That was before he won. Since then it’s been utter mayhem.,0,low,that was before he won  since then it s been utter mayhem,LOW_mayhem,no_location
7426,mayhem,New York City,#HappyNewYear 🇬🇧 #StaySafe thanks for the support. #NewYear #NewYearsEve #Resolution2020 #Read #contemporary #comedy…,0,low,happynewyear     staysafe thanks for the support   newyear  newyearseve  resolution      read  contemporary  comedy,LOW_mayhem,normal_location
7427,mayhem,"East Midlands, England",Check out the awesome Magic and Mayhem universe books on sale!! . . . . https://t.co/zSwLiapenb https://t.co/W4cajW3OoV,0,low,check out the awesome magic and mayhem universe books on sale           https   t co zswliapenb https   t co w cajw oov,LOW_mayhem,normal_location
7428,mayhem,England,Amongst the mayhem of #Megxit all I can think of is what will happen to their patronages? In the event that they do spend mo…,0,low,amongst the mayhem of  megxit all i can think of is what will happen to their patronages  in the event that they do spend mo,LOW_mayhem,normal_location
7429,mayhem,"Massachusetts, USA","Frank, then why do you need to read Dr Curry’s stuff? You already know it’s a hoax.",0,low,frank  then why do you need to read dr curry s stuff  you already know it s a hoax,LOW_mayhem,normal_location
7430,mayhem,France,Sometimes freelancer work on studio for some productions.. And some animators works on freelance.. Stupid,0,low,sometimes freelancer work on studio for some productions   and some animators works on freelance   stupid,LOW_mayhem,normal_location
7431,meltdown,"Gloucester, England",I’m so lucky to have my boyfriend who’s willing to drive an hour and a half in the dead of night because I was havi… https://t.co/68NZQHyfBd,0,low,i m so lucky to have my boyfriend who s willing to drive an hour and a half in the dead of night because i was havi  https   t co   nzqhyfbd,LOW_meltdown,normal_location
7432,meltdown,,That twitter is in meltdown about this handshake tells me that 2020 isn’t going to be any less rough online than 20… https://t.co/WACpkAoByo,0,low,that twitter is in meltdown about this handshake tells me that      isn t going to be any less rough online than     https   t co wacpkaobyo,LOW_meltdown,no_location
7433,meltdown,,Vince Vaughn Hanging Out With POTUS At The Championship Game. The Liberals Will Have A Meltdown Over This Tomorrow! 😂🤣…,0,low,vince vaughn hanging out with potus at the championship game  the liberals will have a meltdown over this tomorrow,LOW_meltdown,no_location
7434,meltdown,"Oxford, England","It's my party And I meltdown if I can't stand, meltdown if I can't stand, meltdown if I can't stand You would do too if it hap…",0,low,it s my party and i meltdown if i can t stand  meltdown if i can t stand  meltdown if i can t stand you would do too if it hap,LOW_meltdown,normal_location
7435,meltdown,USA,"For anyone doubting the efficacy of the Magnitsky Act, please read this Manila Times piece about the meltdown of Philippin…",0,low,for anyone doubting the efficacy of the magnitsky act  please read this manila times piece about the meltdown of philippin,LOW_meltdown,normal_location
7436,meltdown,Thailand,Scooter Braun went from having a meltdown about Kris Wu stans using vpn’s sl his song to block Ariana Grande to telling J…,0,low,scooter braun went from having a meltdown about kris wu stans using vpn s sl his song to block ariana grande to telling j,LOW_meltdown,normal_location
7437,meltdown,Norfolk. UK.,If you're wondering why Libtard Twitter has gorn into epic meltdown after John Cleese's tweet. Here's the man himself…,0,low,if you re wondering why libtard twitter has gorn into epic meltdown after john cleese s tweet  here s the man himself,LOW_meltdown,normal_location
7438,meltdown,"Goodyear, AZ",Total media meltdown 👇https://t.co/m61M17f4gV,0,low,total media meltdown  https   t co m  m  f gv,LOW_meltdown,normal_location
7439,meltdown,"Florida, USA",The Democratic Party establishment thought by backing a “progressive capitalist” it could siphon enough support from Bern…,0,low,the democratic party establishment thought by backing a  progressive capitalist  it could siphon enough support from bern,LOW_meltdown,high_risk_location
7440,meltdown,"Bengaluru South, India","Financia meltdown in india, Jamia, JNU and many more of that sort to come,bush fire in Australia, US traumatising I… https://t.co/iHEftnVaBv",0,low,financia meltdown in india  jamia  jnu and many more of that sort to come bush fire in australia  us traumatising i  https   t co iheftnvabv,LOW_meltdown,high_risk_location
7441,meltdown,Wayáčhi yačhíŋ he?,This is a myth. Nuclear is not “clean”. On either end of it. Uranium mining has killed and harmed people plants animal…,0,low,this is a myth  nuclear is not  clean   on either end of it  uranium mining has killed and harmed people plants animal,LOW_meltdown,normal_location
7442,meltdown,,...And the award for best meltdown(s) on a timeline in a mini series goes to...,0,low,and the award for best meltdown s  on a timeline in a mini series goes to,LOW_meltdown,no_location
7443,meltdown,"New York, NY",Media meltdown... https://t.co/m61M17f4gV,0,low,media meltdown    https   t co m  m  f gv,LOW_meltdown,normal_location
7444,meltdown,"Palm Beach, FL",The left having a meltdown over this 😂🤔 https://t.co/pQGVpQm6zm,0,low,the left having a meltdown over this    https   t co pqgvpqm zm,LOW_meltdown,normal_location
7445,meltdown,,"""There was a national meltdown. Middle-aged women were losing the plot"" - Anupama Chopra #20YearsOfHrithikRoshan",0,low,there was a national meltdown  middle aged women were losing the plot    anupama chopra    yearsofhrithikroshan,LOW_meltdown,no_location
7446,meltdown,Crocolândia,Meltdown in my ass,0,low,meltdown in my ass,LOW_meltdown,normal_location
7447,meltdown,,The complete meltdown team Bernie has whenever single negative story comes out is disqualifying tbh. What do you think Trump is gonna do,0,low,the complete meltdown team bernie has whenever single negative story comes out is disqualifying tbh  what do you think trump is gonna do,LOW_meltdown,no_location
7448,meltdown,"Idaho, USA","God I love when liberals preach the hate, and blame the supporters of the GREAT 45th POTUS. USA has… https://t.co/P02ws8717d",0,low,god i love when liberals preach the hate  and blame the supporters of the great   th potus  usa has  https   t co p  ws    d,LOW_meltdown,normal_location
7449,meltdown,cix bts txt exo skz wayV,its 4am n ima have a cix meltdown,0,low,its  am n ima have a cix meltdown,LOW_meltdown,normal_location
7450,meltdown,,"When an occult novelist accidentally triggers a nuclear meltdown, only the government and a young nurse can defeat the evil.",0,low,when an occult novelist accidentally triggers a nuclear meltdown  only the government and a young nurse can defeat the evil,LOW_meltdown,no_location
7451,meltdown,,"""There was a national meltdown. Middle-aged women were losing the plot"" - Anupama Chopra #20YearsOfHrithikRoshan",0,low,there was a national meltdown  middle aged women were losing the plot    anupama chopra    yearsofhrithikroshan,LOW_meltdown,no_location
7452,meltdown,,"I do want to thank you for this, by the way. I haven't enjoyed watching an egotistical loon's flailin… https://t.co/e62mZKv44c",0,low,i do want to thank you for this  by the way  i haven t enjoyed watching an egotistical loon s flailin  https   t co e  mzkv  c,LOW_meltdown,no_location
7453,meltdown,PDX 🌲,New toddler mom level unlocked: child crying &amp; shouting from the kitchen that he’s not tired after you implied tha… https://t.co/Pvezu0ZA5s,0,low,new toddler mom level unlocked  child crying  amp  shouting from the kitchen that he s not tired after you implied tha  https   t co pvezu za s,LOW_meltdown,normal_location
7454,meltdown,about,'Bung a bob for.......' Homeless Education Climate Change Food Banks Mental Health Services But n…,0,low,bung a bob for         homeless education climate change food banks mental health services but n,LOW_meltdown,normal_location
7455,meltdown,,Love how Libtards and TDS NeverTrumpers are having a meltdown over Vince Vaughn chatting and shaking Trump’s hand! 😂😂…,0,low,love how libtards and tds nevertrumpers are having a meltdown over vince vaughn chatting and shaking trump s hand,LOW_meltdown,no_location
7456,meltdown,,"Child with Autism Bullied at School, Restrained by School Security During Meltdown https://t.co/Jpe3Etc8XS",1,low,child with autism bullied at school  restrained by school security during meltdown https   t co jpe etc xs,LOW_meltdown,no_location
7457,meltdown,,"Mandatory to wear ‘dhoti-kurta', saree for entering sanctum of #KashiVishwanath temple Now Liberal Jamaatis who never go…",0,low,mandatory to wear  dhoti kurta   saree for entering sanctum of  kashivishwanath temple now liberal jamaatis who never go,LOW_meltdown,no_location
7458,meltdown,,"Even after 2 days of media rumours putting my phone in absolute meltdown , I genuinely never thought I’d see this stat…",0,low,even after   days of media rumours putting my phone in absolute meltdown   i genuinely never thought i d see this stat,LOW_meltdown,no_location
7459,meltdown,"Salford, England",'Bung a bob for.......' Homeless Education Climate Change Food Banks Mental Health Services… https://t.co/T15t2ESUQd,0,low,bung a bob for         homeless education climate change food banks mental health services  https   t co t  t esuqd,LOW_meltdown,normal_location
7460,meltdown,,RT: Leftist meltdown at Starbucks!!! https://t.co/DtFiRcnQDm,0,low,rt  leftist meltdown at starbucks    https   t co dtfircnqdm,LOW_meltdown,no_location
7461,meltdown,"Absolute, Bedlam",I did some research on #impeachment: Trump is impeached and Senate removes him from office Pence is President Trump s…,0,low,i did some research on  impeachment  trump is impeached and senate removes him from office pence is president trump s,LOW_meltdown,normal_location
7462,meltdown,hentaihaven,not even that far into uni and im already having a mental meltdown im so fucked for the sem,0,low,not even that far into uni and im already having a mental meltdown im so fucked for the sem,LOW_meltdown,normal_location
7463,meltdown,Kea'au Hawaii,Leftists Freak Out After Trump Meets Vince Vaughn During National Championship Game #Meltdown https://t.co/V05288VSbQ,0,low,leftists freak out after trump meets vince vaughn during national championship game  meltdown https   t co v     vsbq,LOW_meltdown,normal_location
7464,meltdown,,Bon ! Fin de 3 days full smash. -3eme au smash with your bros -2eme au SUN with cash #4 -4eme au meltdown Je com… https://t.co/unxPzXVGbu,0,low,bon   fin de   days full smash    eme au smash with your bros   eme au sun with cash      eme au meltdown je com  https   t co unxpzxvgbu,LOW_meltdown,no_location
7465,meltdown,rivendell,a few days ago I was having a meltdown and Rory played me Do the Pachacuti to cheer me up. never settle for someone… https://t.co/WDi74lzSrJ,0,low,a few days ago i was having a meltdown and rory played me do the pachacuti to cheer me up  never settle for someone  https   t co wdi  lzsrj,LOW_meltdown,normal_location
7466,meltdown,الغربة,"We need a change in direction NOW! At least since the campaign of 2018, we’ve been warning about the economic meltdown a…",0,low,we need a change in direction now  at least since the campaign of       we ve been warning about the economic meltdown a,LOW_meltdown,normal_location
7467,meltdown,Sweden,Let us also thank the two strong women for Gen Zorro ’s perpetual public meltdown. The m…,0,low,let us also thank the two strong women for gen zorro  s perpetual public meltdown  the m,LOW_meltdown,normal_location
7468,military,62,Sehun babysitting baby dae while jongdae and the exos are in the military https://t.co/ZGT0FZ19zL,0,low,sehun babysitting baby dae while jongdae and the exos are in the military https   t co zgt fz  zl,LOW_military,normal_location
7469,military,Male',BREAKING: British PM says he does not want military conflict between the West and Iran,0,low,breaking  british pm says he does not want military conflict between the west and iran,LOW_military,normal_location
7470,military,,"Sorry, but I'm still not over the fact that three days ago Trump said that Saudi Arabia deposited $1 billion in a bank accou…",0,low,sorry  but i m still not over the fact that three days ago trump said that saudi arabia deposited    billion in a bank accou,LOW_military,no_location
7471,military,India,"#SarileruNeekevvaru worthy for watching multiple times for acting, military episodes,action scenes and s…",0,low,sarileruneekevvaru worthy for watching multiple times for acting  military episodes action scenes and s,LOW_military,high_risk_location
7472,military,,but make 2% of the billions made. the rest goes to swiss and belgian middle men and then idiots with economics degree wi…,0,low,but make    of the billions made  the rest goes to swiss and belgian middle men and then idiots with economics degree wi,LOW_military,no_location
7473,military,London,US expels 21 Saudi military cadets after gun attack https://t.co/XstAs8Y8ZT,1,low,us expels    saudi military cadets after gun attack https   t co xstas y zt,LOW_military,normal_location
7474,military,"South of the Saltline, USA","In my opinion, if you were not born and raised in America you shouldn't be allowed to run for any seats in our government. (Exc…",0,low,in my opinion  if you were not born and raised in america you shouldn t be allowed to run for any seats in our government   exc,LOW_military,normal_location
7475,military,,Check out what I found. JAPAN WWII Military Temple picture postcard NORTH CHINA KUWAKI force WW2 https://t.co/IFO99Vo7Is via,0,low,check out what i found  japan wwii military temple picture postcard north china kuwaki force ww  https   t co ifo  vo is via,LOW_military,no_location
7476,military,"Kelowna, BC, Canada",the FISA judges Rosemarie Collyer and Rudolph Contreras must be arrested and put to Military Trial for complicity in Sediti…,0,low,the fisa judges rosemarie collyer and rudolph contreras must be arrested and put to military trial for complicity in sediti,LOW_military,normal_location
7477,military,Berlin,"""The U.S. military is spending more than $4.5 million to develop facial recognition technology that reads the patte… https://t.co/Z40rNfxMkR",0,low,the u s  military is spending more than      million to develop facial recognition technology that reads the patte  https   t co z  rnfxmkr,LOW_military,normal_location
7478,military,,"Russia's military intelligence unit carried out a successful phishing campaign targeting Burisma, the Ukrainian gas company wh…",1,low,russia s military intelligence unit carried out a successful phishing campaign targeting burisma  the ukrainian gas company wh,LOW_military,no_location
7479,military,pshs-evc x upd dieor,"Street Vendors are giving out free food, neighbors are giving out free masks, and even the communist party has sent out i…",0,low,street vendors are giving out free food  neighbors are giving out free masks  and even the communist party has sent out i,LOW_military,normal_location
7480,military,"Beeston, Nottingham, UK",She also voted against military intervention in Syria and is chair of Labour friends of Palestine,0,low,she also voted against military intervention in syria and is chair of labour friends of palestine,LOW_military,normal_location
7481,military,,Army IDs Two Paratroopers Killed by Roadside Bomb in Afghanistan | https://t.co/eug1zOy1lJ https://t.co/lujCwMUtcD,1,low,army ids two paratroopers killed by roadside bomb in afghanistan   https   t co eug zoy lj https   t co lujcwmutcd,LOW_military,no_location
7482,military,"Illinois, USA","""'The thing that distinguishes [] from the other candidates is not being part of the Washington elite and…",0,low,the thing that distinguishes    from the other candidates is not being part of the washington elite and,LOW_military,normal_location
7483,military,"Eugene,OR. USA","I think this is correct. Nobody was hurt on that US military base, and possibly it was where the drone was launched from…",0,low,i think this is correct  nobody was hurt on that us military base  and possibly it was where the drone was launched from,LOW_military,normal_location
7484,military,Lancashire,Has thousands of nuclear weapons? U.S. ✔️ Iran ❌ Used nuclear weapons on civilians? U.S. ✔️ Iran ❌ Has hundreds of mil…,0,low,has thousands of nuclear weapons  u s     iran   used nuclear weapons on civilians  u s     iran   has hundreds of mil,LOW_military,normal_location
7485,military,,CAN'T GET Enough of This... Full Video of Our &amp; Walking Out On To The Field To Join The Military Escort…,0,low,can t get enough of this    full video of our  amp  walking out on to the field to join the military escort,LOW_military,no_location
7486,military,Lothian,"Trump to divert an extra $7.2 billion from military for border wall, reports say https://t.co/NF9xu8mef5",0,low,trump to divert an extra      billion from military for border wall  reports say https   t co nf xu mef,LOW_military,normal_location
7487,military,,One thing that warlord actual at DARC and I definitely agree on is that there are a lot of simps in the gun/military w…,0,low,one thing that warlord actual at darc and i definitely agree on is that there are a lot of simps in the gun military w,LOW_military,no_location
7488,military,Egypt,Mubarak really cared about the air force but he had a clear policy: Zero for weapons. All procurement… https://t.co/bG7TVPjJQP,0,low,mubarak really cared about the air force but he had a clear policy  zero for weapons  all procurement  https   t co bg tvpjjqp,LOW_military,normal_location
7489,military,Kota Langsa,BREAKING: Iranian military commander says the country's airspace is now safer than before,0,low,breaking  iranian military commander says the country s airspace is now safer than before,LOW_military,normal_location
7490,military,"Nairobi, Kenya",Looks like omamo was making inroads into military....BBI VIVA.,0,low,looks like omamo was making inroads into military    bbi viva,LOW_military,normal_location
7491,military,,"Why is this more important, you ask? Because he needs the military to be on his side. Self-interest above all nga eh. Is…",0,low,why is this more important  you ask  because he needs the military to be on his side  self interest above all nga eh  is,LOW_military,no_location
7492,military,,"Sinrik has gone through some rough times in his life. He was disgraced out of the military, stripped of his face pa… https://t.co/Y0JyIRhlNh",0,low,sinrik has gone through some rough times in his life  he was disgraced out of the military  stripped of his face pa  https   t co y jyirhlnh,LOW_military,no_location
7493,military,,Check out what I found. JAPAN WWII Military Wuhu Wharf picture postcard CENTRAL CHINA WW2 https://t.co/esY288oxKc via,0,low,check out what i found  japan wwii military wuhu wharf picture postcard central china ww  https   t co esy   oxkc via,LOW_military,no_location
7494,military,"Lagos, Nigeria","Nigerien president sacks army chief, others after terrorist attack on military base https://t.co/cMHUutMjPp",1,low,nigerien president sacks army chief  others after terrorist attack on military base https   t co cmhuutmjpp,LOW_military,normal_location
7495,military,South of FRANCE,for downing the Ukrainian plane &amp; killing all those innocent people. Iran didn't call them military secrets and imp… https://t.co/jZHLjeySj9,1,low,for downing the ukrainian plane  amp  killing all those innocent people  iran didn t call them military secrets and imp  https   t co jzhljeysj,LOW_military,normal_location
7496,military,RASTAMAN VIBRATION POSITIVE,Rare victory in Israeli military court. Judge acquits Palestinian human rights defender Mohammed Khatib of ALL CHARGES.…,0,low,rare victory in israeli military court  judge acquits palestinian human rights defender mohammed khatib of all charges,LOW_military,normal_location
7497,military,,A REMINDER 1. The United States of America (USA) is the greatest power in the history of mankind. Certainly it is the…,0,low,a reminder    the united states of america  usa  is the greatest power in the history of mankind  certainly it is the,LOW_military,no_location
7498,military,"Illinois, USA",Trump wants to steal another $7.2 billion dollars from military families to pay for his racist border wall. Who's gonna pay f…,0,low,trump wants to steal another      billion dollars from military families to pay for his racist border wall  who s gonna pay f,LOW_military,normal_location
7499,military,,. and both tell they learned about Russian military hacked Burisma the Ukrainian eme…,0,low,and both tell they learned about russian military hacked burisma the ukrainian eme,LOW_military,no_location
7500,military,,Top #Pakistan general &amp; #Bajwa’s successor ‘forced to resign after weeks in house arrest’. Gen Sattar was vocal in… https://t.co/rmKwisp6Xo,0,low,top  pakistan general  amp   bajwa s successor  forced to resign after weeks in house arrest   gen sattar was vocal in  https   t co rmkwisp xo,LOW_military,no_location
7501,military,St Lucia,Hundreds Of People Have Taken The Streets In The Capital Of Mali To Protest Against The Presence Of French Troops In T…,1,low,hundreds of people have taken the streets in the capital of mali to protest against the presence of french troops in t,LOW_military,normal_location
7502,military,,"We have video of Trump partying with Epstein in 1992, and in 2016 Trump faced a civil lawsuit from a woman claiming Eps…",0,low,we have video of trump partying with epstein in       and in      trump faced a civil lawsuit from a woman claiming eps,LOW_military,no_location
7503,military,Philippines,"While THOUSANDS OF FILIPINOS are in evacuation centers, some without electricity, and in dire need of food and wate… https://t.co/mEJSTVAihc",1,medium,while thousands of filipinos are in evacuation centers  some without electricity  and in dire need of food and wate  https   t co mejstvaihc,LOW_military,high_risk_location
7504,military,"Brussels, Belgium","Chairman of the #NATOMC, ACM Peach opens first #MCCS of 2020. Over the next 2 days, #NATOCHoDs will discuss a wide range o…",0,low,chairman of the  natomc  acm peach opens first  mccs of       over the next   days   natochods will discuss a wide range o,LOW_military,normal_location
7505,military,,Hackers believed to be affiliated with Russia’s military breached the Ukrainian gas company where former Vice President Jo…,1,low,hackers believed to be affiliated with russia s military breached the ukrainian gas company where former vice president jo,LOW_military,no_location
7506,military,,"The Democrats and the Fake News are trying to make terrorist Soleimani into a wonderful guy, only because I did what s…",0,low,the democrats and the fake news are trying to make terrorist soleimani into a wonderful guy  only because i did what s,LOW_military,no_location
7507,military,,INFO | Mads was seen wearing a military uniform somewhere in Denmark for a new project. #MadsMikkelsen,0,low,info   mads was seen wearing a military uniform somewhere in denmark for a new project   madsmikkelsen,LOW_military,no_location
7508,military,"Baghdad, Iraq",RTStateDept: RT SecPompeo: Economic pressure. Diplomatic isolation. Military deterrence. These are the pillars of t… https://t.co/MwqNxmYUan,0,low,rtstatedept  rt secpompeo  economic pressure  diplomatic isolation  military deterrence  these are the pillars of t  https   t co mwqnxmyuan,LOW_military,normal_location
7509,military,,"Remy, a Navajo artist says his images of Israeli soldiers confronting Palestinian women and children show “similarities…",0,low,remy  a navajo artist says his images of israeli soldiers confronting palestinian women and children show  similarities,LOW_military,no_location
7510,military,Freedom,"Why is IK govt failing too despite fullest support from military ""deep state""? Because the ""civilean deep state"" -- t…",0,low,why is ik govt failing too despite fullest support from military  deep state   because the  civilean deep state     t,LOW_military,normal_location
7511,military,,"More devastating images have emerged showing the scale of deforestation in #WestPapua, where locals are being forced off an…",0,low,more devastating images have emerged showing the scale of deforestation in  westpapua  where locals are being forced off an,LOW_military,no_location
7512,military,,Check out what I found. JAPAN WWII Military Old battlefield picture postcard NORTH CHINA WW2 https://t.co/EX1yYQRmI2 via,0,low,check out what i found  japan wwii military old battlefield picture postcard north china ww  https   t co ex yyqrmi  via,LOW_military,no_location
7513,military,東京都 練馬区,Egyptian air force MIG-29M/M2 fighter jets demonstrate an elephant walk formation during the large-scale military dril…,0,low,egyptian air force mig   m m  fighter jets demonstrate an elephant walk formation during the large scale military dril,LOW_military,normal_location
7514,military,,"#InTheNews: Nigerien president sacks army chief, others after terrorist attack on military base More",1,low,inthenews  nigerien president sacks army chief  others after terrorist attack on military base more,LOW_military,no_location
7515,military,,"Video of the Central Military District's 119th Missile Brigade with Iskander-M, Pantsir-S1 crews, motor rifle troops, and the…",0,low,video of the central military district s    th missile brigade with iskander m  pantsir s  crews  motor rifle troops  and the,LOW_military,no_location
7516,military,Down to Earth,Bernie stubbornly deflected every time a reporter or debate moderator asked him to criticize Warren. His strongest line w…,0,low,bernie stubbornly deflected every time a reporter or debate moderator asked him to criticize warren  his strongest line w,LOW_military,normal_location
7517,military,Metro Atlanta,"This is pure waste that hurts military readiness and military families. We should be standing by our troops, not priori…",0,low,this is pure waste that hurts military readiness and military families  we should be standing by our troops  not priori,LOW_military,normal_location
7518,military,Kushville💀,Careers were wasted during a 3 years military regime 😭 https://t.co/r5G8mTeePw,0,low,careers were wasted during a   years military regime   https   t co r g mteepw,LOW_military,normal_location
7519,military,,"Test Alert for Foreign Military Contact in London FIR: ""RCH111"" 58-0089 [Boeing KC-135T] of United States Air Force… https://t.co/GcrFIt4fxE",0,low,test alert for foreign military contact in london fir   rch              boeing kc    t  of united states air force  https   t co gcrfit fxe,LOW_military,no_location
7520,military,,Check out what I found. JAPAN WWII Military Japan Flag Design picture postcard MANCHUKUO CHINA WW2 https://t.co/GbaEeuiZwn via,0,low,check out what i found  japan wwii military japan flag design picture postcard manchukuo china ww  https   t co gbaeeuizwn via,LOW_military,no_location
7521,military,"England, United Kingdom",You're still getting draft by the military my guy.,0,low,you re still getting draft by the military my guy,LOW_military,normal_location
7522,military,{ FAN ACCOUNT },"down, letting her at least have a seat after they sealed up and flew off back up to to Atlas Military… https://t.co/LyqA06jMlu",0,low,down  letting her at least have a seat after they sealed up and flew off back up to to atlas military  https   t co lyqa  jmlu,LOW_military,normal_location
7523,military,NOT FOUND,"Jungsoo is in military, he is busy right? [BOT]",0,low,jungsoo is in military  he is busy right   bot,LOW_military,normal_location
7524,military,Sandomierz PL,We are prinitng Just Paint: How to Paint Your Military Model book. 📘 Stay tuned! https://t.co/o4aTGVcUVS https://t.co/opabEYZRvy,0,low,we are prinitng just paint  how to paint your military model book    stay tuned  https   t co o atgvcuvs https   t co opabeyzrvy,LOW_military,normal_location
7525,military,Africa,"Nigerien president sacks army chief, others after terrorist attack on military base https://t.co/lhm6LdiE7x",1,low,nigerien president sacks army chief  others after terrorist attack on military base https   t co lhm ldie x,LOW_military,normal_location
7526,military,"Honolulu, HI ",Economic pressure. Diplomatic isolation. Military deterrence. These are the pillars of the U.S. campaign to confront the Ira…,0,low,economic pressure  diplomatic isolation  military deterrence  these are the pillars of the u s  campaign to confront the ira,LOW_military,normal_location
7527,military,"Missoula, MT",You get tested for weed on all federal jobs I… https://t.co/AeAFnyxoXQ,0,low,you get tested for weed on all federal jobs i  https   t co aeafnyxoxq,LOW_military,normal_location
7528,military,,To join the military you need proper training and follow rules right ?They do evaluation check to get in right ?If you don’t…,0,low,to join the military you need proper training and follow rules right  they do evaluation check to get in right  if you don t,LOW_military,no_location
7529,military,,Check out what I found. JAPAN WWII Military Zijin Shan picture postcard SOUTH CHINA HAMAMOTO force WW2 https://t.co/bwxRwqgNu5 via,0,low,check out what i found  japan wwii military zijin shan picture postcard south china hamamoto force ww  https   t co bwxrwqgnu  via,LOW_military,no_location
7530,military,Florida 🏖,Wow. They just disenrolled 21 Saudi cadets from US Military training because they made pro-jihadi posts and had child porn…,0,low,wow  they just disenrolled    saudi cadets from us military training because they made pro jihadi posts and had child porn,LOW_military,high_risk_location
7531,mudslide,Hawaii state,Mudslide today where I lived fucked up absolutely everyone’s day. Gotta go to sleep and try again tomorrow,0,low,mudslide today where i lived fucked up absolutely everyone s day  gotta go to sleep and try again tomorrow,LOW_mudslide,normal_location
7532,mudslide,"Tokyo, Japan",Update: My relatives in Indang Cavite were asked to evacuate due to constant earthquakes and chances of mudslide. K… https://t.co/2PtW04Fzlf,1,medium,update  my relatives in indang cavite were asked to evacuate due to constant earthquakes and chances of mudslide  k  https   t co  ptw  fzlf,LOW_mudslide,high_risk_location
7533,mudslide,He/Him,On the verge of dropping a mudslide in my undies because lobster man told me to eat only meat,0,low,on the verge of dropping a mudslide in my undies because lobster man told me to eat only meat,LOW_mudslide,normal_location
7534,mudslide,"Tucson, AZ","3 Hurricanes, 4 Tornadoes, 3 Earthquakes, a Mudslide, a Tsunami, and whatever is bad in Michigan.",0,low,hurricanes    tornadoes    earthquakes  a mudslide  a tsunami  and whatever is bad in michigan,LOW_mudslide,normal_location
7535,mudslide,Kenosha,I think he just ordered a mudslide with a boone's farm chaser....PJ can't handle this game,0,low,i think he just ordered a mudslide with a boone s farm chaser    pj can t handle this game,LOW_mudslide,normal_location
7536,mudslide,,"Not a wine person, but I can tell you that they do not go with Midori Sours. Chocolate chip cookies go best with a mudslide.",0,low,not a wine person  but i can tell you that they do not go with midori sours  chocolate chip cookies go best with a mudslide,LOW_mudslide,no_location
7537,mudslide,,Mudslide and Avalanche https://t.co/s4AMVRO3gq,0,low,mudslide and avalanche https   t co s amvro gq,LOW_mudslide,no_location
7538,mudslide,,"Joe Rogan Goes On Carnivore Diet, Suffers Explosive Diarrhea – ‘A Rainforest Mudslide Overtaking A Mountain Road’ https://t.co/h1n9bgw1LM",0,low,joe rogan goes on carnivore diet  suffers explosive diarrhea    a rainforest mudslide overtaking a mountain road  https   t co h n bgw lm,LOW_mudslide,no_location
7539,mudslide,17331,"#StarWarsJediFallenOrder is terrible. If I play another game that includes the mudslide mechanic, it will be too so… https://t.co/6w9BIoBXqH",0,low,starwarsjedifallenorder is terrible  if i play another game that includes the mudslide mechanic  it will be too so  https   t co  w biobxqh,LOW_mudslide,normal_location
7540,mudslide,Earth,Glad it's beer and not a mudslide.,0,low,glad it s beer and not a mudslide,LOW_mudslide,normal_location
